,name,price,mileage,drivetrain,mpg,fuel_type,transmission,engine,zipcode,oneowner,personal_use
1511,2019 BMW i8 Base,94888.0,14178, All-wheel Drive ,None,Hybrid ,6-Speed Automatic,1.5L I3 12V GDI DOHC Turbo Hybrid,7054,1,1
1512,2019 Porsche Cayenne Base,62895.0,19560, All-wheel Drive ,19–23,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo,30341,1,1
1513,2018 Audi Q7 3.0T Prestige,39963.0,65686, All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,52244,3,3
1514,2020 Land Rover Range Rover Evoque SE,46998.0,26976, All-wheel Drive ,20–27,Gasoline ,Automatic,I4,32822,3,3
1515,2020 Jeep Wrangler Unlimited Sahara,15750.0,19001, Four-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,33142,1,1
1516,2020 Chevrolet Suburban Premier,57950.0,22695, Four-wheel Drive ,14–21,Gasoline ,6-SPEED A/T,8 Cylinder Engine,7424,3,3
1517,2020 RAM 1500 Big Horn,51998.0,4916, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,98057,3,3
1518,2021 Mercedes-Benz AMG GLB 35 Base,55149.0,10540, All-wheel Drive ,21–26,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,32124,0,0
1519,2016 Volkswagen Jetta 1.8T Sport,15998.0,65476, Front-wheel Drive ,25–36,Gasoline ,6-Speed Automatic,1.8L I4 16V GDI DOHC Turbo,32809,0,0
1520,2016 BMW 528 i xDrive,28590.0,40860, All-wheel Drive ,22–34,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,0,3,3
1521,2020 Hyundai Tucson Ultimate,29910.0,28866, All-wheel Drive ,21–26,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,15216,1,1
1522,2018 Mercedes-Benz GLC 300 Base 4MATIC,38998.0,20095, All-wheel Drive ,21–28,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,46280,3,3
1523,2020 Chevrolet Suburban LT,40284.0,70065, Four-wheel Drive ,14–21,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,48183,3,3
1524,2019 Chevrolet Tahoe LT,49673.0,21780, Four-wheel Drive ,15–21,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,94520,1,1
1525,2016 Mazda MX-5 Miata Grand Touring,24898.0,21633, Rear-wheel Drive ,27–36,Gasoline ,6-Speed Automatic,2.0L I4 16V,98037,0,1
1526,2017 Audi RS 7 4.0T Performance Prestige,69222.0,51920, All-wheel Drive ,None,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,7205,0,0
1527,2018 BMW 330e iPerformance,31998.0,28192, Rear-wheel Drive ,None,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,94103,0,1
1528,2022 Hyundai IONIQ 5 SEL,56000.0,12226, All-wheel Drive ,0–0,Electric Fuel System ,A/T,320.0HP Electric Motor Electric Fuel System,0,3,3
1529,2020 Toyota Camry SE,28857.0,45529, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,75402,3,3
1530,2019 Toyota Corolla LE,11987.0,64936, Front-wheel Drive ,None,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC,33014,0,1
1531,2013 Land Rover Range Rover Evoque Pure,17888.0,84196, Four-wheel Drive ,20–28,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,75252,3,3
1532,2014 INFINITI QX70 Base,20955.0,95550, All-wheel Drive ,16–22,Gasoline ,Automatic,Premium Unleaded V-6 3.7 L/226,35071,0,0
1533,2014 Toyota RAV4 Limited,22633.0,67371, All-wheel Drive ,22–29,Gasoline ,6-Speed Automatic,2.5L I4 16V MPFI DOHC,1460,0,1
1534,2015 Cadillac Escalade Luxury,,75409, Four-wheel Drive ,15–21,Gasoline ,Automatic,8 Cylinder Engine,98502,3,3
1535,2021 RAM 1500 Laramie,50991.0,16859, Four-wheel Drive ,19–24,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,12590,1,1
1536,2014 BMW 650 Gran Coupe i,23211.0,100381, Rear-wheel Drive ,17–25,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo,98271,0,1
1537,2012 Cadillac CTS Luxury,14995.0,71248, All-wheel Drive ,None,Gasoline ,6-Speed Automatic,3.0L V6 24V GDI DOHC,60018,3,3
1538,2021 Tesla Model Y Standard Range,59890.0,34287, Rear-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,33130,1,1
1539,2011 Mercedes-Benz SL-Class SL 550,32950.0,58091, Rear-wheel Drive ,14–22,Gasoline ,7-Speed Automatic,5.5L V8 32V MPFI DOHC,98005,0,1
1540,2019 Toyota Tundra SR5,34800.0,34613, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,85233,3,3
1541,2016 Audi A8 L 4.0T,35991.0,63103, All-wheel Drive ,18–29,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,98037,0,0
1542,2020 Lexus GX 460 Base,57495.0,6357, Four-wheel Drive ,15–19,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,60173,1,1
1543,2021 Mercedes-Benz AMG GLA 45 Base,63999.0,14537, All-wheel Drive ,20–27,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V PDI DOHC Turbo,32809,0,1
1544,2020 Ford Mustang EcoBoost Premium,26100.0,46101, Rear-wheel Drive ,21–30,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,92843,1,0
1545,2019 Volvo XC90 T6 Momentum,43595.0,16005, All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC,60195,3,3
1546,2020 Ford Explorer ST,48995.0,21876, Four-wheel Drive ,18–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,19036,1,1
1547,2020 Ford Explorer ST,49000.0,22129, Four-wheel Drive ,18–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,19806,1,1
1548,2021 Toyota 4Runner SR5,41969.0,15400, Four-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,1606,1,1
1549,2019 Genesis G70 2.0T Advanced,23995.0,28468, Rear-wheel Drive ,None,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,77081,1,1
1550,2020 Ford Mustang EcoBoost Premium,26500.0,67156, Rear-wheel Drive ,20–28,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,92545,1,0
1551,2019 BMW i8 Base,89995.0,46050, All-wheel Drive ,None,Hybrid ,6-Speed Automatic,1.5L I3 12V GDI DOHC Turbo Hybrid,8876,1,1
1552,2018 Mercedes-Benz E-Class E 400,42998.0,47532, Rear-wheel Drive ,20–26,Gasoline ,9-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,98037,0,1
1553,2020 Honda Pilot EX-L,36000.0,16690, All-wheel Drive ,18–26,Gasoline ,6-Speed Automatic,3.5L V6 24V GDI SOHC,11377,1,1
1554,2019 Chevrolet Impala 1LT,25000.0,46004, Front-wheel Drive ,22–29,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,35203,3,3
1555,2015 BMW 428 i,22995.0,82789, Rear-wheel Drive ,23–35,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,28269,0,1
1556,2021 Mercedes-Benz C-Class C 300,56995.0,19156, Rear-wheel Drive ,23–31,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,98005,1,1
1557,2021 Toyota Tacoma TRD Sport,46993.0,18833, Four Wheel Drive ,18–22,Gasoline Fuel ,Automatic,6 Cyl - 3.5 L,30518,3,3
1558,2018 Nissan Rogue SV,21355.0,58457, All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L I4 16V MPFI DOHC,21236,3,3
1559,2006 Toyota Land Cruiser V8,23148.0,188021, Four-wheel Drive ,13–17,Gasoline ,5-Speed Automatic,4.7L V8 32V MPFI DOHC,77074,0,1
1560,2020 Chevrolet Corvette Stingray w/3LT,93800.0,16119, Rear-wheel Drive ,15–27,Gasoline ,8-Speed Automatic with Auto-Shift,6.2L V8 16V GDI OHV,85014,1,1
1561,2010 Ford Explorer Sport Trac Limited,23999.0,84356, Four-wheel Drive ,13–19,Gasoline ,6-Speed Automatic,4.6L V8 24V MPFI SOHC,34787,3,3
1562,2015 Audi RS 7 4.0T Prestige,54995.0,50854, All-wheel Drive ,16–27,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,22182,3,3
1563,2021 Mercedes-Benz AMG GLC 63 Base 4MATIC,92007.0,11393, All-wheel Drive ,15–22,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,32839,1,1
1564,2019 Volkswagen Golf R 2.0T w/DCC & Navigation,36966.0,25274, All-wheel Drive ,21–29,Gasoline ,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,22201,0,1
1565,2019 Volkswagen Atlas 3.6L SEL,33000.0,54184, All-wheel Drive ,17–23,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,76504,3,3
1566,2005 BMW 525 i,7999.0,169870, Rear-wheel Drive ,19–28,Gasoline ,6-Speed Automatic,2.5L I6 24V MPFI DOHC,98499,0,0
1567,2015 Toyota Prius Persona Series Special Edition,19585.0,52017, Front-wheel Drive ,51–48,Hybrid ,Variable,Gas/Electric I-4 1.8 L/110,34471,0,1
1568,2019 Mercedes-Benz GLC 300 Base 4MATIC,38685.0,14976, All-wheel Drive ,22–27,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,60062,1,1
1569,2015 Mercedes-Benz S-Class S 550,42999.0,55968, Rear-wheel Drive ,17–26,Gasoline ,7-Speed Automatic,4.7L V8 32V GDI DOHC Twin Turbo,89117,0,1
1570,2017 Chevrolet Tahoe LT,44944.0,68623, Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,40004,3,3
1571,2022 Jeep Wagoneer Series III,85977.0,2692, Four-wheel Drive ,15–20,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV,34474,0,1
1572,2020 Ford Mustang EcoBoost Premium,28797.0,60627, Rear-wheel Drive ,20–28,Gasoline ,6-Speed Manual,2.3L I4 16V GDI DOHC Turbo,93003,3,3
1573,2015 Toyota Prius PERSONA SERIES,19999.0,83526, Front-wheel Drive ,51–48,Hybrid ,Automatic CVT,1.8L I4 16V MPFI DOHC Hybrid,34787,3,3
1574,2020 Volvo S60 T6 Momentum,33891.0,23806, All-wheel Drive ,21–32,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC,98036,1,0
1575,2009 Toyota Camry CE,9988.0,91876, Front-wheel Drive ,21–31,Gasoline ,5-Speed Automatic,2.4L I4 16V MPFI DOHC,33513,3,3
1576,2022 Lexus ES 350 Base,45488.0,402, Front-wheel Drive ,None,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,32810,1,1
1577,2022 Lucid Air Dream Edition,179997.0,2334, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,32810,1,1
1578,2021 Mercedes-Benz Maybach S 580 4MATIC,217999.0,1900, All-wheel Drive ,None,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,32809,3,3
1579,2012 Lexus GX 460 Premium,26981.0,125013, Four-wheel Drive ,15–20,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,60642,0,1
1580,2021 Cadillac XT5 Premium Luxury,47000.0,12272, Front-wheel Drive ,22–29,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,77074,1,1
1581,2021 Honda Civic Type R Touring,51895.0,10070, Front-wheel Drive ,22–28,Gasoline ,6-Speed Manual,2.0L I4 16V GDI DOHC Turbo,60123,1,1
1582,2019 Toyota Camry SE,29348.0,23395, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,8753,1,1
1583,2020 Buick Encore Essence,19800.0,46787, Front-wheel Drive ,25–30,Gasoline ,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,85257,3,3
1584,2011 Toyota Venza Base,14393.0,96941, All-wheel Drive ,18–25,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC,77037,3,3
1585,2015 Jeep Wrangler Unlimited Sahara,31688.0,66070, Four-wheel Drive ,16–21,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC,37209,3,3
1586,2000 Plymouth Prowler ,35911.0,16401, Rear-wheel Drive ,17–23,Gasoline ,4-Speed Automatic,3.5L V6 24V MPFI SOHC,34474,3,3
1587,2021 Toyota Tacoma TRD Off Road,42800.0,17932, 4WD ,None,Gasoline ,6-Speed,3.5L V6 24V PDI DOHC,22182,1,1
1588,2021 Volkswagen Atlas 2.0T SE,34987.0,37457, All-wheel Drive ,20–24,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,20601,3,3
1589,2019 Ford F-150 XLT,37137.0,66083, Four-wheel Drive ,18–23,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC,45895,0,0
1590,2020 Mercedes-Benz A-Class A 220,31880.0,16959, Front-wheel Drive ,24–35,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,92806,1,1
1591,2018 Ford F-150 Lariat,40750.0,49732, 4WD ,19–24,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,43543,0,1
1592,2020 Mercedes-Benz GLS 450 Base 4MATIC,65777.0,14881, All-wheel Drive ,19–23,Gasoline ,9-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,7644,3,3
1593,1999 Dodge Ram 2500 Laramie SLT,15495.0,98018, Four-wheel Drive ,None,Gasoline ,4-Speed Automatic,5.9L V8 16V MPFI OHV,98003,0,0
1594,2006 Hummer H1 Alpha Alpha,259950.0,9745, Four-wheel Drive ,None,Diesel ,5-Speed Automatic,6.6L V8 32V DDI OHV Turbo Diesel,98005,0,0
1595,2016 Lexus GX 460 Base,30499.0,115648, Four-wheel Drive ,15–20,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,98273,0,1
1596,2018 Honda Accord ,25788.0,20564, – ,None,– ,Continuously Variable Transmission,–,7093,0,1
1597,2018 BMW 530 i xDrive,36500.0,18781, All-wheel Drive ,23–33,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,10954,0,0
1598,2021 Chevrolet Colorado WT,34972.0,14250, Four-wheel Drive ,17–24,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,32808,1,1
1599,2017 Audi S6 4.0T Premium Plus,37199.0,58558, All-wheel Drive ,18–27,Gasoline ,7-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo,32124,0,1
1600,2018 Ford F-150 Lariat,36495.0,33436, Four-wheel Drive ,19–24,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,0,3,3
1601,2021 Mercedes-Benz AMG GLE 63 S-Model 4MATIC,139007.0,11980, All-wheel Drive ,15–19,Gasoline ,9-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,32839,1,0
1602,2020 Toyota Tundra SR5,40495.0,42538, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,33068,1,0
1603,2022 Toyota 4Runner SR5 Premium,46694.0,3741, Rear-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,76017,1,1
1604,2022 Toyota RAV4 Prime XSE,66998.0,6535, All-wheel Drive ,None,Hybrid ,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,98203,3,3
1605,2020 Hyundai Palisade Limited,48995.0,12798, Front-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.8L V6 24V GDI DOHC,85284,1,1
1606,2021 Toyota Tacoma TRD Off Road,44988.0,13247, Four-wheel Drive ,None,Gasoline ,6-Speed,3.5L V6 24V PDI DOHC,22408,1,1
1607,2015 Mazda Mazda3 i Touring,16392.0,90862, Front-wheel Drive ,30–40,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC,92833,1,0
1608,2021 BMW X3 M AWD,73995.0,6195, All-wheel Drive ,14–19,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Twin Turbo,98005,1,1
1609,2013 Cadillac XTS Premium,20774.0,45284, All-wheel Drive ,17–26,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC,46563,3,3
1610,2021 Porsche Macan Base,55325.0,16562, All-wheel Drive ,19–23,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,7458,1,1
1611,2020 Lincoln Nautilus Reserve,44255.0,19729, All-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55313,1,1
1612,2018 Genesis G90 5.0 Ultimate,41650.0,44975, All-wheel Drive ,15–23,Gasoline ,8-Speed Automatic,5.0L V8 32V GDI DOHC,60438,1,1
1613,2021 GMC Acadia Denali,47900.0,14765, All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,98032,0,0
1614,2009 Chevrolet Malibu LS,11987.0,51122, Front-wheel Drive ,22–30,Gasoline ,4-Speed Automatic,2.4L I4 16V MPFI DOHC,98499,3,3
1615,2018 Ford Fusion Energi SE Luxury,23477.0,34049, Front-wheel Drive ,0–0,Hybrid ,E-CVT Automatic,4 Cylinder Engine,98057,0,1
1616,2022 Toyota 4Runner SR5 Premium,49861.0,8490, Four-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,75244,0,0
1617,2001 Ferrari 360 Spider ,89950.0,11134, Rear-wheel Drive ,16,Gasoline ,Autostick,3.6L V8 40V MPFI DOHC,98005,0,1
1618,2020 Hyundai Veloster 2.0 Premium,22591.0,29357, Front-wheel Drive ,27–34,Gasoline ,6-Speed Automatic,2.0L I4 16V MPFI DOHC,85323,0,1
1619,2021 Toyota Corolla Hatchback SE,24995.0,25610, Front-wheel Drive ,28–37,Gasoline ,6-Speed Manual,2.0L I4 16V PDI DOHC,98037,3,3
1620,2020 Ford Mustang EcoBoost Premium,26433.0,48215, Rear-wheel Drive ,21–30,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,90706,1,0
1621,2022 Lexus RX 350 Base,55998.0,7540, Front-wheel Drive ,None,Gasoline ,Automatic,3.5L V6 24V PDI DOHC,32904,3,3
1622,2020 Acura MDX 3.5L w/Technology Package,39333.0,15691, All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.5L V6 24V GDI SOHC,7405,1,1
1623,2018 Subaru Forester 2.5i Premium,26997.0,45613, All-wheel Drive ,26–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC,52404,3,3
1624,2021 Nissan Rogue S,24900.0,7000, Front-wheel Drive ,27–35,Gasoline ,Automatic CVT,2.5L I4 16V GDI DOHC,32805,3,3
1625,2015 Jeep Wrangler Unlimited Sport,27477.0,64793, Four-wheel Drive ,16–21,Gasoline ,–,3.6L V6 24V MPFI DOHC,22554,0,1
1626,2019 Ford F-150 Lariat,48880.0,35002, Four-wheel Drive ,None,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,83706,0,0
1627,2018 Mazda CX-5 Grand Touring,23799.0,89368, All-wheel Drive ,24–30,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,55374,1,1
1628,2021 Jeep Wrangler Unlimited 4xe Sahara,53000.0,23157, Four-wheel Drive ,None,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo Hybrid,61561,1,1
1629,2016 Nissan 370Z Base,23995.0,43644, Rear-wheel Drive ,19–26,Gasoline ,7-Speed Automatic,3.7L V6 24V MPFI DOHC,98072,0,1
1630,2015 Chevrolet Tahoe LTZ,32995.0,86672, Four-wheel Drive ,16–22,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,11203,0,1
1631,2019 Tesla Model 3 Standard Range Plus,48229.0,20818, Rear-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,78717,3,3
1632,2021 Toyota 4Runner SR5,42788.0,10740, Four-wheel Drive ,16–19,Gasoline ,5-Speed Automatic,4.0L V6 24V MPFI DOHC,5158,3,3
1633,2019 INFINITI QX80 Luxe,53299.0,30052, All-wheel Drive ,13–19,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC,60525,1,1
1634,2021 Jeep Gladiator Sport,43995.0,20708, Four-wheel Drive ,16–23,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC,46805,1,0
1635,2021 Audi A5 2.0T Premium,48995.0,12878, All-wheel Drive ,24–31,Gasoline ,7-Speed Automatic,2.0L,1760,1,0
1636,2016 Lexus RC 350 Base,32477.0,66895, Rear-wheel Drive ,19–28,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,98390,0,1
1637,2016 Porsche Macan S,33977.0,73194, All-wheel Drive ,17–23,Gasoline ,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Twin Turbo,33021,0,1
1638,2019 Lexus GX 460 Base,44495.0,22832, Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,20166,1,1
1639,2017 Subaru Outback 2.5i Limited,18991.0,66773, All-wheel Drive ,25–32,Gasoline ,Automatic CVT,2.5L H4 16V MPFI DOHC,97266,3,3
1640,2018 Honda Accord LX,23995.0,13281, Front-wheel Drive ,30–38,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,8817,1,1
1641,2019 Lexus RX 350 F Sport,46588.0,11027, All-wheel Drive ,19–26,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC,20855,0,1
1642,1994 Ford Bronco ,18995.0,83911, Four-wheel Drive ,None,Gasoline ,4-Speed Automatic,5.8L V8 16V MPFI SOHC,34715,0,1
1643,2016 RAM 3500 Laramie,32000.0,187221, Four-wheel Drive ,0–0,Diesel Fuel ,6-Speed A/T,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,0,3,3
1644,2019 Genesis G70 2.0T Advanced,35783.0,21815, All-wheel Drive ,21–28,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,77094,0,1
1645,2019 Honda Odyssey EX-L,38499.0,29022, Front-wheel Drive ,19–28,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/212,55306,1,1
1646,2019 Chevrolet Tahoe LT,42500.0,60925, Four-wheel Drive ,15–21,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,21162,0,0
1647,2020 Lincoln Nautilus Reserve,46491.0,11788, All-wheel Drive ,20–25,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55420,0,0
1648,2020 Ford Explorer ST,46810.0,21745, Four-wheel Drive ,18–24,Gasoline ,10-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,19607,1,1
1649,2019 Chevrolet Tahoe LT,40870.0,76298, Four-wheel Drive ,15–21,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV,43125,0,0
1650,2021 Hyundai Veloster N N,33888.0,10551, Front-wheel Drive ,20–27,Gasoline ,8-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,98134,1,1
1651,2019 Lexus UX 250h F Sport,45999.0,9395, All-wheel Drive ,41–38,Hybrid ,Automatic CVT,2.0L I4 16V PDI DOHC Hybrid,98371,3,3
1652,2019 Mercedes-Benz GLC 300 Base 4MATIC,38351.0,23847, All-wheel Drive ,22–27,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,60062,1,1
1653,2014 Nissan Maxima SV,16995.0,49978, Front-wheel Drive ,19–26,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC,21108,1,1
1654,2019 Audi TT 2.0T,35998.0,60686, All-wheel Drive ,23–31,Gasoline ,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,98005,1,1
1655,2016 Mazda MX-5 Miata Club,25999.0,28457, Rear-wheel Drive ,27–36,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC,98229,3,3
1656,2021 GMC Acadia Denali,48988.0,14073, All-wheel Drive ,19–26,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC,98033,1,1
1657,2020 Ford Mustang EcoBoost Premium,28700.0,55100, Rear-wheel Drive ,20–28,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,90503,3,3
1658,2015 Chevrolet Malibu 1LS,16495.0,54494, Front-wheel Drive ,25–36,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC,34471,3,3
1659,2017 Lexus GX 460 Base,38410.0,46223, Four-wheel Drive ,15–18,Gasoline ,6-Speed Automatic,4.6L V8 32V MPFI DOHC,98034,0,1
1660,2020 Toyota Tundra SR5,47990.0,12429, Four-wheel Drive ,13–17,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC,30341,1,1
1661,2020 Chrysler Pacifica Limited,25809.0,75807, Front-wheel Drive ,19–28,Gasoline ,9-Speed Automatic,3.6L V6 24V MPFI DOHC,48183,3,3
1662,2021 RAM ProMaster 1500 Base,98900.0,3126, Front-wheel Drive ,None,Gasoline ,6-Speed Automatic,3.6L V6 24V MPFI DOHC,98168,1,1
1663,2019 Cadillac XT5 Luxury,38900.0,13227, All-wheel Drive ,18–25,Gasoline ,8-Speed Automatic,3.6L V6 24V GDI DOHC,14111,3,3
1664,2021 Audi SQ8 4.0T Premium Plus,88499.0,39663, All-wheel Drive ,15–21,Gasoline ,8-Speed Automatic,4.0L V8 32V GDI DOHC Twin Turbo,98037,1,1
1665,2017 Audi Q7 3.0T Prestige,33995.0,67714, All-wheel Drive ,19–25,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,30076,0,1
1666,2018 Kia Sorento LX,23998.0,45527, Front-wheel Drive ,21–28,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC,85297,3,3
1667,2011 Chevrolet Tahoe LTZ,12950.0,127720, Rear-wheel Drive ,15–21,E85 Flex Fuel ,6-Speed Automatic,5.3L V8 16V MPFI OHV Flexible Fuel,76179,3,3
1668,2014 Audi Q7 3.0T Premium,23966.0,40861, All-wheel Drive ,16–22,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged,20748,0,1
1669,2020 Tesla Model Y Long Range,57000.0,21177, All-wheel Drive ,None,Electric ,1-Speed Automatic,Electric,85233,3,3
1670,2021 Toyota Tacoma SR5,35199.0,20956, RWD ,19–24,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC,33169,3,3
1671,2020 Toyota Camry SE,30998.0,14441, Front-wheel Drive ,28–39,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC,76132,3,3
1672,2014 Ford F-150 Lariat,24990.0,88871, Four-wheel Drive ,14–19,E85 Flex Fuel ,6-Speed Automatic,5.0L V8 32V MPFI DOHC Flexible Fuel,67202,3,3
